,cluster,y,x,E,size
1699,001145_C,41.0,30.0,1367242.0,225.0
1700,010205_A,7.0,8.0,265674.0,41.0
1701,005127_F,90.0,75.0,2603033.0,454.0
1702,003689_C,17.0,20.0,664824.0,127.0
1703,001355_H,18.0,25.0,853550.0,127.0
1704,003643_D,18.0,14.0,896235.0,87.0
1705,007555_G,9.0,9.0,626256.0,54.0
1706,010992_B,4.0,29.0,765585.0,93.0
1707,002433_F,11.0,24.0,714484.0,105.0
1708,007668_F,9.0,26.0,779321.0,108.0
1709,005265_G,6.0,7.0,375163.0,33.0
1710,010053_H,6.0,5.0,246949.0,24.0
1711,000140_A,19.0,2.0,103931.0,20.0
1712,007428_C,6.0,8.0,380615.0,30.0
1713,011978_D,5.0,4.0,0.0,0.0
1714,006154_B,22.0,26.0,917181.0,135.0
1715,004589_B,9.0,11.0,480509.0,52.0
1716,007170_A,19.0,41.0,1047250.0,178.0
1717,000061_A,21.0,6.0,608002.0,85.0
1718,000726_E,9.0,16.0,721829.0,106.0
1719,009891_G,5.0,5.0,145646.0,21.0
1720,008718_F,22.0,45.0,1192912.0,201.0
1721,005278_D,50.0,44.0,1437772.0,259.0
1722,004143_C,39.0,104.0,2549813.0,451.0
1723,001002_A,4.0,5.0,76574.0,15.0
1724,004111_C,27.0,26.0,0.0,0.0
1725,007045_C,4.0,4.0,56331.0,13.0
1726,004494_H,15.0,50.0,1003859.0,136.0
1727,006126_B,6.0,6.0,163704.0,29.0
1728,005567_E,19.0,28.0,816421.0,131.0
1729,009179_B,16.0,30.0,974923.0,127.0
1730,000476_F,14.0,11.0,1239951.0,96.0
1731,007114_H,11.0,8.0,493310.0,56.0
1732,005501_F,7.0,6.0,232262.0,35.0
1733,006854_G,3.0,3.0,27777.0,5.0
1734,001234_D,4.0,4.0,67298.0,12.0
1735,008215_C,159.0,35.0,4226578.0,778.0
1736,003619_D,9.0,8.0,350548.0,56.0
1737,010923_G,3.0,2.0,27200.0,5.0
1738,003799_D,7.0,7.0,325337.0,31.0
1739,007114_A,8.0,11.0,493310.0,56.0
1740,002319_F,30.0,11.0,853573.0,129.0
1741,001457_F,54.0,42.0,1512026.0,270.0
1742,003772_F,4.0,7.0,155209.0,18.0
1743,010025_E,8.0,7.0,416378.0,39.0
1744,010165_E,35.0,11.0,1442300.0,201.0
1745,005275_H,4.0,4.0,80405.0,15.0
1746,002457_D,15.0,8.0,583992.0,70.0
1747,005459_C,14.0,15.0,991852.0,150.0
1748,004017_F,16.0,9.0,607864.0,107.0
1749,008546_C,6.0,7.0,233867.0,35.0
1750,003713_E,2.0,3.0,113736.0,5.0
1751,007703_E,3.0,3.0,89012.0,8.0
1752,009644_H,15.0,6.0,496618.0,64.0
1753,010303_F,5.0,4.0,92912.0,16.0
1754,009167_E,14.0,26.0,1157159.0,162.0
1755,007802_H,4.0,4.0,92678.0,12.0
1756,011312_E,28.0,11.0,936641.0,122.0
1757,005239_G,8.0,8.0,259014.0,48.0
1758,002311_A,8.0,8.0,265265.0,48.0
1759,009115_D,68.0,11.0,1414993.0,246.0
1760,000609_F,3.0,3.0,26698.0,6.0
1761,010859_F,20.0,10.0,599582.0,89.0
1762,001802_C,5.0,6.0,150135.0,24.0
1763,006534_E,5.0,4.0,63561.0,15.0
1764,003873_G,5.0,6.0,180651.0,26.0
1765,010053_D,6.0,5.0,246949.0,24.0
1766,008681_B,2.0,3.0,28644.0,5.0
1767,005674_E,20.0,10.0,829914.0,102.0
1768,004580_H,26.0,9.0,715232.0,108.0
1769,006143_G,5.0,5.0,126428.0,19.0
1770,009644_F,15.0,6.0,496618.0,64.0
1771,010522_G,23.0,12.0,863320.0,113.0
1772,006125_E,11.0,6.0,447637.0,50.0
1773,002892_C,54.0,73.0,2022717.0,266.0
1774,007416_B,20.0,7.0,581226.0,84.0
1775,002149_A,27.0,16.0,787855.0,123.0
1776,003711_D,20.0,14.0,661790.0,93.0
1777,004445_F,10.0,12.0,541936.0,61.0
1778,001203_D,6.0,8.0,280810.0,36.0
1779,003063_E,6.0,6.0,135605.0,23.0
1780,005501_G,6.0,7.0,232262.0,35.0
1781,011376_B,16.0,13.0,639220.0,90.0
1782,002432_C,9.0,10.0,609062.0,55.0
1783,002025_C,7.0,7.0,403788.0,37.0
1784,011340_F,3.0,6.0,156850.0,10.0
1785,005327_D,5.0,5.0,257446.0,20.0
1786,005658_G,14.0,11.0,643344.0,81.0
1787,007923_F,3.0,3.0,37941.0,7.0
1788,006915_B,5.0,6.0,242245.0,25.0
1789,001754_D,38.0,7.0,1032160.0,163.0
1790,001386_G,5.0,5.0,184008.0,19.0
1791,008495_H,12.0,15.0,874495.0,111.0
1792,007815_B,2.0,3.0,27646.0,5.0
1793,011130_E,8.0,4.0,353952.0,27.0
1794,006963_D,13.0,19.0,763355.0,102.0
1795,004690_B,8.0,8.0,290888.0,50.0
1796,004481_C,6.0,21.0,640418.0,89.0
1797,005882_A,17.0,20.0,1125143.0,180.0
1798,004753_B,12.0,8.0,473698.0,54.0
1799,004690_G,8.0,8.0,290888.0,50.0
1800,004775_G,190.0,124.0,8182689.0,1417.0
1801,001052_G,84.0,58.0,4213354.0,699.0
1802,007555_B,9.0,9.0,626256.0,54.0
1803,007703_H,3.0,3.0,89012.0,8.0
1804,003713_F,3.0,2.0,113736.0,5.0
1805,002164_E,14.0,14.0,568594.0,78.0
1806,003303_H,10.0,59.0,1481517.0,246.0
1807,009127_C,12.0,24.0,741040.0,102.0
1808,007803_C,6.0,6.0,157120.0,29.0
1809,009508_F,41.0,31.0,1245257.0,205.0
1810,001335_E,19.0,20.0,942164.0,117.0
1811,001384_B,28.0,9.0,783990.0,112.0
1812,005987_G,36.0,74.0,2988264.0,499.0
1813,005658_H,11.0,14.0,643344.0,81.0
1814,000407_D,2.0,3.0,75870.0,6.0
1815,000439_H,21.0,28.0,998156.0,144.0
1816,002892_H,73.0,54.0,2022717.0,266.0
1817,010898_G,5.0,5.0,106644.0,21.0
1818,007668_A,26.0,9.0,779321.0,108.0
1819,010459_H,8.0,9.0,318777.0,54.0
1820,008113_B,48.0,8.0,1011750.0,177.0
1821,011568_H,51.0,59.0,1749719.0,303.0
1822,005443_H,7.0,8.0,503425.0,38.0
1823,001249_G,4.0,4.0,61070.0,14.0
1824,006733_C,35.0,44.0,2386339.0,382.0
1825,003911_H,35.0,7.0,900238.0,143.0
1826,003809_D,12.0,15.0,594484.0,75.0
1827,002123_G,13.0,25.0,779863.0,115.0
1828,005278_G,44.0,50.0,1437772.0,259.0
1829,000865_G,6.0,7.0,173240.0,35.0
1830,008894_F,2.0,4.0,31309.0,6.0
1831,001976_D,6.0,5.0,145802.0,27.0
1832,009956_B,28.0,28.0,991198.0,153.0
1833,009956_D,28.0,28.0,991198.0,153.0
1834,001234_E,4.0,4.0,67298.0,12.0
1835,007276_B,6.0,6.0,170979.0,29.0
1836,010188_G,9.0,8.0,387759.0,52.0
1837,000487_H,2.0,3.0,47399.0,6.0
1838,002892_B,73.0,54.0,2022717.0,266.0
1839,004351_F,32.0,49.0,1668377.0,228.0
1840,009850_F,2.0,3.0,40658.0,6.0
1841,010003_G,9.0,29.0,1075462.0,139.0
1842,001335_D,20.0,19.0,942164.0,117.0
1843,009862_F,9.0,18.0,768358.0,113.0
1844,003003_G,23.0,9.0,959227.0,119.0
1845,009633_E,7.0,8.0,215447.0,43.0
1846,003805_H,8.0,8.0,259102.0,48.0
1847,000154_F,60.0,66.0,2260511.0,381.0
1848,000987_H,7.0,7.0,197950.0,38.0
1849,005625_E,42.0,9.0,1012809.0,165.0
1850,000487_D,2.0,3.0,47399.0,6.0
1851,000487_E,3.0,2.0,47399.0,6.0
1852,002319_E,11.0,30.0,853573.0,129.0
1853,005034_B,5.0,5.0,108237.0,18.0
1854,008495_B,12.0,15.0,874495.0,111.0
1855,005252_A,5.0,5.0,147338.0,18.0
1856,000637_E,22.0,8.0,740342.0,103.0
1857,002806_H,4.0,2.0,170406.0,8.0
1858,007279_C,4.0,4.0,112205.0,16.0
1859,011340_G,6.0,3.0,156850.0,10.0
1860,005674_G,20.0,10.0,829914.0,102.0
1861,011130_C,8.0,4.0,353952.0,27.0
1862,007936_D,27.0,68.0,1798878.0,299.0
1863,001157_E,17.0,31.0,1232791.0,157.0
1864,007585_H,14.0,23.0,942261.0,122.0
1865,006533_D,21.0,7.0,824429.0,97.0
1866,009115_H,68.0,11.0,1414993.0,246.0
1867,004628_H,3.0,3.0,32482.0,5.0
1868,006728_F,25.0,16.0,794342.0,116.0
1869,005416_D,3.0,5.0,191514.0,10.0
1870,002895_D,3.0,4.0,51177.0,8.0
1871,004887_A,13.0,22.0,731505.0,106.0
1872,001067_C,3.0,4.0,172784.0,8.0
1873,004851_H,33.0,11.0,940237.0,151.0
1874,007694_E,16.0,15.0,866111.0,109.0
1875,005382_C,3.0,3.0,45019.0,9.0
1876,006035_B,2.0,3.0,36192.0,5.0
1877,007170_G,19.0,41.0,1047250.0,178.0
1878,009469_G,13.0,8.0,625553.0,85.0
1879,007947_D,3.0,2.0,76375.0,5.0
1880,010119_D,10.0,28.0,1277878.0,154.0
1881,003689_H,20.0,17.0,664824.0,127.0
1882,004560_E,6.0,6.0,436528.0,32.0
1883,007972_E,9.0,6.0,411733.0,43.0
1884,012076_G,5.0,3.0,80253.0,12.0
1885,000408_A,31.0,14.0,1207714.0,155.0
1886,008043_G,3.0,3.0,33553.0,7.0
1887,001970_F,9.0,14.0,388235.0,75.0
1888,005987_D,74.0,36.0,2988264.0,499.0
1889,004822_E,11.0,37.0,920595.0,152.0
1890,009291_D,19.0,12.0,1061123.0,120.0
1891,000385_D,6.0,6.0,224731.0,32.0
1892,004580_D,26.0,9.0,715232.0,108.0
1893,002736_E,36.0,8.0,876382.0,145.0
1894,002854_E,32.0,27.0,1072305.0,170.0
1895,005567_A,19.0,28.0,816421.0,131.0
1896,005459_A,14.0,15.0,991852.0,150.0
1897,007331_D,6.0,9.0,421813.0,40.0
1898,008679_D,11.0,7.0,445485.0,51.0
1899,000926_D,12.0,30.0,812744.0,124.0
1900,001207_A,5.0,7.0,249267.0,28.0
1901,011701_A,15.0,17.0,1184202.0,179.0
1902,002311_C,8.0,8.0,265265.0,48.0
1903,008912_G,13.0,26.0,777559.0,117.0
1904,008497_G,40.0,7.0,1021964.0,163.0
1905,003405_D,11.0,48.0,1078632.0,156.0
1906,001124_F,10.0,12.0,718051.0,72.0
1907,008380_B,12.0,10.0,556007.0,84.0
1908,007648_F,46.0,44.0,1576183.0,258.0
1909,006125_A,11.0,6.0,447637.0,50.0
1910,004908_C,9.0,31.0,1010648.0,149.0
1911,006983_C,30.0,47.0,1227500.0,215.0
1912,010634_E,46.0,14.0,1171418.0,186.0
1913,007459_F,42.0,25.0,1044196.0,178.0
1914,001280_F,9.0,8.0,380648.0,57.0
1915,000130_G,8.0,19.0,706164.0,89.0
1916,001028_C,8.0,39.0,931651.0,157.0
1917,000407_B,2.0,3.0,75870.0,6.0
1918,008844_B,20.0,14.0,692490.0,97.0
1919,000874_A,17.0,38.0,1677450.0,253.0
1920,002423_D,21.0,23.0,1330855.0,152.0
1921,011123_A,10.0,47.0,1375890.0,216.0
1922,010760_D,5.0,6.0,202037.0,22.0
1923,006940_D,30.0,19.0,936123.0,144.0
1924,006566_B,4.0,3.0,159544.0,9.0
1925,002457_A,8.0,15.0,583992.0,70.0
1926,003643_A,14.0,18.0,896235.0,87.0
1927,006533_C,7.0,21.0,824429.0,97.0
1928,001166_A,20.0,14.0,689852.0,120.0
1929,011340_H,3.0,6.0,156850.0,10.0
1930,000762_D,6.0,6.0,134103.0,28.0
1931,002782_D,39.0,7.0,933895.0,153.0
1932,000130_E,8.0,19.0,706164.0,89.0
1933,001934_C,22.0,25.0,1231675.0,117.0
1934,004580_B,26.0,9.0,715232.0,108.0
1935,003223_E,6.0,30.0,815155.0,127.0
1936,009660_A,6.0,6.0,154088.0,27.0
1937,001484_A,30.0,30.0,1285274.0,193.0
1938,001304_H,10.0,13.0,583942.0,99.0
1939,008343_C,74.0,51.0,2910856.0,438.0
1940,010025_G,8.0,7.0,416378.0,39.0
1941,011340_C,6.0,3.0,156850.0,10.0
1942,003865_F,3.0,3.0,66582.0,7.0
1943,001304_G,13.0,10.0,583942.0,99.0
1944,005493_A,6.0,6.0,180670.0,30.0
1945,000601_G,36.0,16.0,1062903.0,218.0
1946,005987_B,74.0,36.0,2988264.0,499.0
1947,007651_E,11.0,32.0,1729954.0,202.0
1948,005499_B,3.0,3.0,40709.0,8.0
1949,005487_F,4.0,6.0,179980.0,19.0
1950,003120_G,5.0,5.0,122330.0,21.0
1951,000594_C,15.0,29.0,806555.0,127.0
1952,002423_E,23.0,21.0,1330855.0,152.0
1953,009708_B,6.0,22.0,761980.0,98.0
1954,001067_F,4.0,3.0,172784.0,8.0
1955,004690_E,8.0,8.0,290888.0,50.0
1956,004147_A,15.0,10.0,661802.0,106.0
1957,009676_E,3.0,3.0,31468.0,6.0
1958,007694_B,15.0,16.0,866111.0,109.0
1959,006097_B,88.0,14.0,2150226.0,361.0
1960,007428_A,6.0,8.0,380615.0,30.0
1961,009124_F,23.0,15.0,1405072.0,159.0
1962,011130_H,4.0,8.0,353952.0,27.0
1963,004374_F,9.0,10.0,614237.0,74.0
1964,008776_H,7.0,15.0,543407.0,68.0
1965,005127_B,90.0,75.0,2603033.0,454.0
1966,000185_E,6.0,6.0,182856.0,30.0
1967,002123_E,13.0,25.0,779863.0,115.0
1968,005990_D,8.0,11.0,300515.0,54.0
1969,005490_A,48.0,39.0,1587967.0,269.0
1970,001886_D,7.0,7.0,332628.0,41.0
1971,009395_A,18.0,14.0,776044.0,81.0
1972,011755_D,29.0,38.0,1036893.0,176.0
1973,008844_F,20.0,14.0,692490.0,97.0
1974,009080_G,22.0,25.0,831944.0,130.0
1975,005614_E,18.0,32.0,940125.0,147.0
1976,007520_A,16.0,15.0,704136.0,90.0
1977,002778_B,6.0,31.0,812059.0,128.0
1978,001993_H,42.0,48.0,1352520.0,242.0
1979,000430_F,3.0,3.0,41746.0,8.0
1980,002423_H,21.0,23.0,1330855.0,152.0
1981,005506_D,14.0,26.0,1041439.0,139.0
1982,009286_E,15.0,17.0,862750.0,103.0
1983,002423_C,23.0,21.0,1330855.0,152.0
1984,004678_E,16.0,8.0,500892.0,69.0
1985,010767_H,6.0,6.0,227821.0,33.0
1986,001273_A,7.0,8.0,314945.0,46.0
1987,001457_E,42.0,54.0,1512026.0,270.0
1988,006202_F,15.0,11.0,528875.0,71.0
1989,001280_A,8.0,9.0,380648.0,57.0
1990,005057_H,5.0,12.0,404305.0,29.0
1991,000130_H,19.0,8.0,706164.0,89.0
1992,003170_E,10.0,7.0,387674.0,58.0
1993,000439_G,28.0,21.0,998156.0,144.0
1994,008912_D,26.0,13.0,777559.0,117.0
1995,011995_F,6.0,5.0,130017.0,24.0
1996,009644_C,6.0,15.0,496618.0,64.0
1997,003882_H,3.0,3.0,31156.0,6.0
1998,010468_H,44.0,28.0,1279361.0,211.0
1999,005247_B,2.0,3.0,27591.0,5.0
2000,000289_A,3.0,3.0,96780.0,6.0
2001,002470_E,8.0,7.0,369986.0,46.0
2002,003911_D,35.0,7.0,900238.0,143.0
2003,008898_A,3.0,2.0,46418.0,5.0
2004,003052_E,47.0,24.0,1185344.0,208.0
2005,008897_B,13.0,26.0,983105.0,123.0
2006,011701_H,17.0,15.0,1184202.0,179.0
2007,003643_E,14.0,18.0,896235.0,87.0
2008,009411_G,26.0,8.0,779910.0,114.0
2009,006320_C,14.0,10.0,485915.0,67.0
2010,005623_D,23.0,35.0,985523.0,160.0
2011,004788_H,6.0,5.0,122584.0,21.0
2012,008469_F,8.0,7.0,371102.0,27.0
2013,009080_H,25.0,22.0,831944.0,130.0
2014,006963_F,13.0,19.0,763355.0,102.0
2015,003865_D,3.0,3.0,66582.0,7.0
2016,008955_H,28.0,27.0,974181.0,158.0
2017,007416_C,7.0,20.0,581226.0,84.0
2018,007264_E,5.0,7.0,300141.0,28.0
2019,007520_F,15.0,16.0,704136.0,90.0
2020,007170_C,19.0,41.0,1047250.0,178.0
2021,009738_H,6.0,7.0,276933.0,34.0
2022,008681_F,2.0,3.0,28644.0,5.0
2023,010767_C,6.0,6.0,227821.0,33.0
2024,004580_C,9.0,26.0,715232.0,108.0
2025,006471_G,11.0,9.0,750924.0,78.0
2026,003405_C,48.0,11.0,1078632.0,156.0
2027,008469_G,7.0,8.0,371102.0,27.0
2028,006625_G,5.0,5.0,115701.0,17.0
2029,010188_H,8.0,9.0,387759.0,52.0
2030,003619_F,9.0,8.0,350548.0,56.0
2031,002892_A,54.0,73.0,2022717.0,266.0
2032,000140_F,2.0,19.0,103931.0,20.0
2033,003309_B,5.0,6.0,120362.0,24.0
2034,004682_C,4.0,4.0,65142.0,13.0
2035,000061_C,21.0,6.0,608002.0,85.0
2036,004242_H,17.0,22.0,748111.0,112.0
2037,010003_A,9.0,29.0,1075462.0,139.0
2038,009014_A,2.0,3.0,28476.0,5.0
2039,000501_E,55.0,28.0,1387341.0,237.0
2040,005127_G,75.0,90.0,2603033.0,454.0
2041,000601_A,36.0,16.0,1062903.0,218.0
2042,009508_H,41.0,31.0,1245257.0,205.0
2043,005265_H,7.0,6.0,375163.0,33.0
2044,009587_E,26.0,57.0,1332668.0,238.0
2045,007815_G,3.0,2.0,27646.0,5.0
2046,005718_B,36.0,49.0,1776006.0,239.0
2047,001234_C,4.0,4.0,67298.0,12.0
2048,008681_C,3.0,2.0,28644.0,5.0
2049,001270_C,6.0,10.0,436448.0,44.0
2050,005718_F,36.0,49.0,1776006.0,239.0
2051,004419_B,14.0,13.0,674742.0,78.0
2052,005252_E,5.0,5.0,147338.0,18.0
2053,000874_F,38.0,17.0,1677450.0,253.0
2054,004415_E,7.0,10.0,502545.0,54.0
2055,003177_F,13.0,24.0,781916.0,113.0
2056,010980_H,12.0,16.0,288432.0,43.0
2057,009044_D,4.0,5.0,158409.0,14.0
2058,003689_F,20.0,17.0,664824.0,127.0
2059,001386_E,5.0,5.0,184008.0,19.0
2060,002164_H,14.0,14.0,568594.0,78.0
2061,004017_E,9.0,16.0,607864.0,107.0
2062,004788_E,5.0,6.0,122584.0,21.0
2063,000801_B,4.0,5.0,259046.0,15.0
2064,005796_B,7.0,17.0,582301.0,75.0
2065,003888_A,16.0,26.0,753874.0,121.0
2066,008635_C,11.0,10.0,642915.0,75.0
2067,005658_A,14.0,11.0,643344.0,81.0
2068,001002_H,5.0,4.0,76574.0,15.0
2069,010003_B,29.0,9.0,1075462.0,139.0
2070,008911_A,7.0,23.0,719677.0,98.0
2071,009115_F,68.0,11.0,1414993.0,246.0
2072,005988_G,7.0,3.0,68948.0,12.0
2073,010522_A,23.0,12.0,863320.0,113.0
2074,004494_C,50.0,15.0,1003859.0,136.0
2075,002736_D,8.0,36.0,876382.0,145.0
2076,002319_C,11.0,30.0,853573.0,129.0
2077,009124_E,15.0,23.0,1405072.0,159.0
2078,003882_E,3.0,3.0,31156.0,6.0
2079,000427_B,12.0,10.0,518965.0,65.0
2080,008199_D,6.0,5.0,120844.0,21.0
2081,010119_F,10.0,28.0,1277878.0,154.0
2082,011123_G,10.0,47.0,1375890.0,216.0
2083,003888_H,26.0,16.0,753874.0,121.0
2084,001886_F,7.0,7.0,332628.0,41.0
2085,012058_H,20.0,8.0,541284.0,104.0
2086,002989_E,29.0,27.0,969133.0,149.0
2087,010767_E,6.0,6.0,227821.0,33.0
2088,009547_C,7.0,25.0,683784.0,102.0
2089,011656_C,6.0,6.0,138416.0,29.0
2090,003063_G,6.0,6.0,135605.0,23.0
2091,006320_D,10.0,14.0,485915.0,67.0
2092,002496_C,8.0,11.0,501432.0,46.0
2093,005658_B,11.0,14.0,643344.0,81.0
2094,001382_C,34.0,33.0,1084854.0,183.0
2095,002319_G,11.0,30.0,853573.0,129.0
2096,002433_A,24.0,11.0,714484.0,105.0
2097,004753_G,8.0,12.0,473698.0,54.0
2098,004713_D,69.0,54.0,1794430.0,327.0
2099,004445_G,12.0,10.0,541936.0,61.0
2100,001157_B,31.0,17.0,1232791.0,157.0
2101,006035_E,3.0,2.0,36192.0,5.0
2102,008343_H,51.0,74.0,2910856.0,438.0
2103,011892_H,13.0,11.0,523914.0,67.0
2104,003888_F,26.0,16.0,753874.0,121.0
2105,008102_G,18.0,20.0,751733.0,111.0
2106,006728_D,25.0,16.0,794342.0,116.0
2107,008962_E,7.0,10.0,550367.0,53.0
2108,006560_E,6.0,9.0,463906.0,38.0
2109,011437_F,41.0,32.0,1151624.0,185.0
2110,000185_B,6.0,6.0,182856.0,30.0
2111,010992_E,29.0,4.0,765585.0,93.0
2112,005110_E,13.0,31.0,797318.0,130.0
2113,006827_D,6.0,7.0,290665.0,27.0
2114,003643_F,18.0,14.0,896235.0,87.0
2115,006854_E,3.0,3.0,27777.0,5.0
2116,000066_F,58.0,76.0,2850314.0,474.0
2117,011481_H,32.0,15.0,1271089.0,179.0
2118,008962_D,10.0,7.0,550367.0,53.0
2119,001967_F,21.0,24.0,1164155.0,180.0
2120,010303_C,4.0,5.0,92912.0,16.0
2121,010024_F,6.0,6.0,195157.0,30.0
2122,004580_E,9.0,26.0,715232.0,108.0
2123,010991_B,28.0,17.0,836510.0,130.0
2124,009822_D,34.0,57.0,1797787.0,281.0
2125,011871_F,22.0,12.0,508190.0,51.0
2126,004678_G,16.0,8.0,500892.0,69.0
2127,008962_B,10.0,7.0,550367.0,53.0
2128,007923_H,3.0,3.0,37941.0,7.0
2129,002433_B,11.0,24.0,714484.0,105.0
2130,011896_A,5.0,4.0,0.0,0.0
2131,001866_G,7.0,10.0,361943.0,25.0
2132,007648_D,46.0,44.0,1576183.0,258.0
2133,004740_C,3.0,2.0,31670.0,6.0
2134,002465_C,9.0,8.0,324814.0,58.0
2135,005882_F,20.0,17.0,1125143.0,180.0
2136,006728_C,16.0,25.0,794342.0,116.0
2137,001280_C,8.0,9.0,380648.0,57.0
2138,000293_E,126.0,51.0,3215490.0,540.0
2139,006954_F,10.0,11.0,770481.0,65.0
2140,006954_C,11.0,10.0,770481.0,65.0
2141,009845_D,3.0,2.0,42513.0,6.0
2142,000609_D,3.0,3.0,26698.0,6.0
2143,002206_D,21.0,20.0,681986.0,106.0
2144,002588_B,5.0,5.0,140076.0,22.0
2145,007114_C,8.0,11.0,493310.0,56.0
2146,007416_D,20.0,7.0,581226.0,84.0
2147,010923_D,2.0,3.0,27200.0,5.0
2148,008546_E,6.0,7.0,233867.0,35.0
2149,002992_E,37.0,33.0,1197839.0,221.0
2150,005057_B,5.0,12.0,404305.0,29.0
2151,008546_B,7.0,6.0,233867.0,35.0
2152,005126_C,7.0,13.0,553645.0,60.0
2153,000185_F,6.0,6.0,182856.0,30.0
2154,007276_D,6.0,6.0,170979.0,29.0
2155,000594_A,15.0,29.0,806555.0,127.0
2156,009411_A,26.0,8.0,779910.0,114.0
2157,006560_C,6.0,9.0,463906.0,38.0
2158,006827_A,7.0,6.0,290665.0,27.0
2159,008102_A,18.0,20.0,751733.0,111.0
2160,009625_H,10.0,8.0,498373.0,55.0
2161,011837_C,8.0,8.0,305248.0,49.0
2162,004560_F,6.0,6.0,436528.0,32.0
2163,008176_F,26.0,5.0,346661.0,39.0
2164,005874_D,5.0,5.0,149004.0,22.0
2165,011376_C,13.0,16.0,639220.0,90.0
2166,010898_D,5.0,5.0,106644.0,21.0
2167,000874_H,38.0,17.0,1677450.0,253.0
2168,004143_B,104.0,39.0,2549813.0,451.0
2169,008215_D,35.0,159.0,4226578.0,778.0
2170,011123_D,47.0,10.0,1375890.0,216.0
2171,010760_B,5.0,6.0,202037.0,22.0
2172,011928_E,19.0,25.0,772196.0,139.0
2173,000501_F,28.0,55.0,1387341.0,237.0
2174,008679_H,11.0,7.0,445485.0,51.0
2175,007667_D,11.0,19.0,672173.0,69.0
2176,010144_D,6.0,7.0,233652.0,34.0
2177,001157_A,17.0,31.0,1232791.0,157.0
2178,002612_F,2.0,3.0,122275.0,5.0
2179,010704_B,26.0,13.0,836259.0,121.0
2180,005490_B,39.0,48.0,1587967.0,269.0
2181,009850_B,2.0,3.0,40658.0,6.0
2182,000496_E,7.0,27.0,888089.0,123.0
2183,011881_E,3.0,7.0,124337.0,16.0
2184,011523_B,12.0,14.0,985043.0,101.0
2185,005579_H,8.0,10.0,445662.0,39.0
2186,005018_A,68.0,6.0,1701230.0,277.0
2187,006202_A,11.0,15.0,528875.0,71.0
2188,010760_C,6.0,5.0,202037.0,22.0
2189,004010_A,23.0,12.0,710968.0,104.0
2190,002207_B,19.0,12.0,807111.0,102.0
2191,009127_E,12.0,24.0,741040.0,102.0
2192,001234_B,4.0,4.0,67298.0,12.0
2193,006632_B,47.0,44.0,2515793.0,413.0
2194,001334_F,38.0,23.0,1628176.0,282.0
2195,003974_A,7.0,12.0,470628.0,52.0
2196,009167_H,26.0,14.0,1157159.0,162.0
2197,000061_B,6.0,21.0,608002.0,85.0
2198,005542_D,15.0,38.0,948520.0,161.0
2199,005487_G,6.0,4.0,179980.0,19.0
2200,007802_C,4.0,4.0,92678.0,12.0
2201,011701_F,17.0,15.0,1184202.0,179.0
2202,000333_G,24.0,14.0,922933.0,117.0
2203,006226_G,10.0,44.0,1119494.0,181.0
2204,004494_G,50.0,15.0,1003859.0,136.0
2205,008087_B,38.0,30.0,1120308.0,186.0
2206,007728_D,43.0,209.0,4878374.0,871.0
2207,011813_H,91.0,41.0,3559457.0,634.0
2208,010734_H,3.0,3.0,35426.0,7.0
2209,010859_D,20.0,10.0,599582.0,89.0
2210,001572_C,23.0,45.0,1262062.0,207.0
2211,008343_B,51.0,74.0,2910856.0,438.0
2212,007279_D,4.0,4.0,112205.0,16.0
2213,006035_C,3.0,2.0,36192.0,5.0
2214,005275_E,4.0,4.0,80405.0,15.0
2215,011568_B,51.0,59.0,1749719.0,303.0
2216,009167_C,14.0,26.0,1157159.0,162.0
2217,001052_A,84.0,58.0,4213354.0,699.0
2218,006954_D,10.0,11.0,770481.0,65.0
2219,003394_H,37.0,20.0,1221018.0,175.0
2220,008087_F,38.0,30.0,1120308.0,186.0
2221,000140_G,19.0,2.0,103931.0,20.0
2222,000329_A,19.0,10.0,615220.0,84.0
2223,004788_C,5.0,6.0,122584.0,21.0
2224,001207_E,5.0,7.0,249267.0,28.0
2225,005057_A,12.0,5.0,404305.0,29.0
2226,008906_F,78.0,23.0,1806497.0,313.0
2227,000430_G,3.0,3.0,41746.0,8.0
2228,007520_D,15.0,16.0,704136.0,90.0
2229,005208_C,20.0,6.0,570431.0,82.0
2230,008898_G,3.0,2.0,46418.0,5.0
2231,009644_D,15.0,6.0,496618.0,64.0
2232,003772_D,4.0,7.0,155209.0,18.0
2233,001067_A,3.0,4.0,172784.0,8.0
2234,005137_H,7.0,7.0,303733.0,36.0
2235,006202_B,15.0,11.0,528875.0,71.0
2236,008911_H,23.0,7.0,719677.0,98.0
2237,009766_H,7.0,14.0,514165.0,60.0
2238,000499_B,7.0,10.0,466620.0,51.0
2239,007220_A,30.0,12.0,1257277.0,162.0
2240,011130_F,4.0,8.0,353952.0,27.0
2241,010416_G,7.0,6.0,250224.0,32.0
2242,001067_D,4.0,3.0,172784.0,8.0
2243,000061_H,6.0,21.0,608002.0,85.0
2244,008776_F,7.0,15.0,543407.0,68.0
2245,008859_A,13.0,9.0,397825.0,63.0
2246,005819_C,15.0,17.0,635209.0,86.0
2247,005625_B,9.0,42.0,1012809.0,165.0
2248,003394_B,37.0,20.0,1221018.0,175.0
2249,002717_G,19.0,11.0,970030.0,133.0
2250,011130_D,4.0,8.0,353952.0,27.0
2251,000865_A,6.0,7.0,173240.0,35.0
2252,005487_C,6.0,4.0,179980.0,19.0
